rank,word,meaning_ko,example_en,pos,cefr,score,subtlex_count,opensubtitles_count,source
185,marriage,결혼,Tom and Sami's marriage didn't last very long.,other,B1,69.0,4129,67345,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
186,entire,전체의,I'm not for abolishing the entire police department.,other,B1,68.99,4070,68282,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
187,abstract,추상적인,He sculpts abstract figures from clay.,adjective,B1,68.97,122,1640,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
188,gun,소총,Tom should never have been sold a gun.,other,A2,68.96,14089,172980,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
189,feet,발,The warm sand felt amazing under their feet.,other,B2,68.88,6157,83295,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
190,proud,거만한,Are you proud of where you come from?,other,B1,68.88,4265,59309,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
191,stick,붙다,I'm going to stick around for a while.,other,B2,68.87,6390,78410,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
192,race,가계,Critical race theory emerged out of critical legal studies.,other,B1,68.85,4178,59555,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
193,york,요크가,Esther lives in New York with her wives.,other,B2,68.83,7069,65880,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
194,victim,피해자,"Was Charles Manson a victim of cancel culture, too?",other,B1,68.81,3630,71476,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
195,whatever,무엇,You can do whatever you want with it.,other,A2,68.77,12584,180082,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
196,nobody,무명인,Nobody can make an omelette without breaking eggs.,other,A2,68.74,13630,157394,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
197,shot,산탄,She fired a warning shot into the air.,other,A2,68.73,13046,166171,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
198,joe,형씨,Joe Biden puts human eyeballs on his salad.,other,B2,68.73,6554,68658,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
199,drunk,술취한,You claimed you were drunk at the time.,other,B1,68.73,4020,58287,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
200,master,석사,"Well done, you are starting to master Kabyle!",other,B2,68.72,4919,104879,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
201,owe,빚이 있다,You didn't owe me a response at all.,other,B1,68.7,4260,52355,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
202,death,사망,Tom isn't in danger of starving to death.,other,A2,68.69,11443,196780,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
203,bomb,큰 실패,Putin intends to use a dirty bomb on Ukraine.,other,B1,68.69,4043,56482,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
204,christmas,성탄절,Tom says he'll return to Blighty by Christmas.,other,B2,68.68,6274,71082,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
205,theory,이론,Mathematics is just a subset of type theory.,noun,B1,68.67,1735,30295,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
206,interest,관심,Most people have at least one weird interest.,other,A2,68.64,12070,176229,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
207,detective,탐정의,You're not a detective.,other,B1,68.64,3458,68669,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
208,decision,판별,The co-op practices consensus-based decision making.,other,B1,68.63,3589,64424,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
209,promise,가망,Tom has been showing a lot of promise.,other,A2,68.62,11894,177905,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
210,cell,암자,Prison guards found a shiv in Tom's cell.,other,B1,68.61,3383,69726,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
211,trouble,문제,You could get in trouble for doing that.,other,A2,68.59,12459,162400,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
212,wed,결혼하다,Try using “wed” in a sentence of your own today.,other,B2,68.58,5468,81368,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
213,state,상태,The enemy established a pupper state in Dogestan.,other,B2,68.58,5500,80818,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
214,longer,더 긴,Coyotes have longer and pointier muzzles than wolves.,other,B2,68.57,5046,91035,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
215,warn,예고하다,She rode fast to warn the town.,other,B1,68.54,3748,57205,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
216,blame,비난하다,Whoever excites wasps has only to blame himself.,other,B1,68.54,3744,57028,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
217,public,공공의,What form of public transportation do you prefer?,other,B1,68.53,3626,59687,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
218,jump,점프하다,There's no way you can jump that far.,other,B2,68.52,5620,74908,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
219,dare,감히 하다,"""What are you, Tom, 40?"" ""How dare you! I'm 37.""",other,B1,68.52,3391,65499,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
220,enemy,적,The enemy established a pupper state in Dogestan.,other,B1,68.52,3459,63362,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
221,prison,감옥,This prison only performs executions by lethal injection.,other,B1,68.51,3477,62646,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
222,married,기혼,They have lived happily since they were married.,other,A2,68.5,12167,157817,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
223,taste,맛,American mangoes taste terrible; I can't eat them.,other,B1,68.49,3615,58330,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
224,honest,정직한,Be honest. How messy is your place?,other,B1,68.48,3689,56234,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
225,press,누름,Press the right arrow key to continue.,other,B1,68.48,3742,55096,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
226,whether,어떻등,I'm testing whether the language detection works again.,other,B1,68.41,3424,59993,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
227,finger,손가락,It's rude to point your finger at people.,other,B1,68.4,3623,54550,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
228,jail,영창,The sheriff paced in front of the jail.,other,B1,68.4,3687,53077,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
229,ruin,멸망,Continuity errors can ruin a show's immersive experience.,other,B1,68.39,3360,60742,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
230,heaven,상공,"God bless America, or it'll invade Heaven.",other,B1,68.39,3564,55535,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
231,professor,지휘자,Tom is a metallurgy professor at Harvard University.,other,B1,68.39,3647,53624,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
232,suspect,의심하다,The doctors suspect that Mary has a vestibular disorder.,other,B1,68.38,3435,58298,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
233,folk,사람들,"""I made up a folk dance."" ""I don't think it works that way.""",other,B1,68.38,4243,42676,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
234,pull,당기다,Push me so that I can pull you!,other,A2,68.34,11745,149625,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
235,couple,두개,"They're both gay, but they're not a couple.",other,A2,68.33,11868,146926,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
236,follow,따르다,Follow your own path and let people talk.,other,A2,68.32,10703,170247,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
237,shoot,발사하다,Press the right arrow key to shoot.,other,A2,68.32,11639,149399,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
238,amaze,놀래다,Try using “amaze” in a sentence of your own today.,other,B2,68.26,4553,86413,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
239,risk,위험,What can be done to mitigate the risk?,other,B1,68.26,3234,58731,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
240,holy,지성소,Blasphemy against the Holy Spirit is a victimless crime.,other,B1,68.23,3485,51499,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
241,figure,도면,I can't figure out how to do it.,other,A2,68.21,11758,136775,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
242,spirit,기질,The human spirit can do what God won't.,other,B1,68.21,3405,52934,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
243,lay,얹다,Just lay back and watch it like a play.,other,B1,68.21,3688,46847,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
244,against,에 기대어,"He leaned against the wall, deep in thought.",other,A2,68.19,10288,165033,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
245,settle,정착하다,Try using “settle” in a sentence of your own today.,other,B1,68.15,3500,48728,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
246,stuck,끼인,I had a feather stuck in my windpipe.,other,B1,68.08,3399,48497,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
247,suffer,입다,"If you don't have any teeth, your palate will suffer.",other,B1,68.04,2972,57638,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
248,pass,지나가다,Could you please pass the hot sauce?,other,A2,68.03,10113,152309,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
249,level,수준,I knew you were a level-headed man.,other,B1,68.01,3236,49935,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
250,power,힘,They're trying to gerrymander their way to power.,other,A2,68.0,9536,162208,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
251,upstairs,위층,My upstairs neighbor flooded my apartment.,other,B1,67.99,3607,41732,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
252,contemporary,현대의,Biologists view the chupacabras as a contemporary legend.,adjective,B2,67.98,113,2300,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
253,drop,소량,Can you drop me off at my house?,other,A2,67.97,10494,138743,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
254,foot,꼴찌,"Wherever he set foot, he was at home.",other,B1,67.97,3374,45557,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
255,truth,진실,The truth isn't always somewhere in the middle.,other,A2,67.96,9882,149979,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
256,fact,사실,The fact remains that you pay for Twitter.,other,A2,67.94,10194,141360,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
257,quit,면하여,I picked the wrong time to quit smoking.,other,B2,67.94,5178,57575,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
258,doc,문서,"Give it to me straight, doc. Am I going to die?",other,B1,67.94,4173,32622,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
259,negotiate,협상하다,Can they negotiate better trade deals this year?,verb,B1,67.94,568,9910,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
260,hire,세내다,Companies don't hire more people than they need.,other,B1,67.93,3346,44794,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
261,department,부문,I'm not for abolishing the entire police department.,other,B1,67.89,3340,43966,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
262,blood,피,We need new blood to rejuvenate our country.,other,A2,67.88,9560,149072,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
263,anymore,이제는,I'm not a fan of that band anymore.,other,A2,67.86,9597,146903,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
264,born,태어난,The vampire was born in the antediluvian world.,other,B2,67.84,4268,71906,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
265,peter,베드로,Peter Kropotkin was a brilliant man.,other,B2,67.84,4779,60761,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
266,duty,구실,Resistance is a duty to the homeland.,other,B1,67.84,3001,49565,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
267,wound,상처,They stick the knife in the wound.,other,B1,67.81,3080,46989,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
268,paul,바울,Rand Paul is a self-certified ophthalmologist.,other,B2,67.8,4801,58529,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
269,idiot,바보,That perfect idiot always wakes me up!,other,B2,67.75,3984,74971,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
270,gay,화류,"They're both gay, but they're not a couple.",other,B1,67.74,3089,44661,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
271,chase,추격,My cat likes to chase the mouse cursor.,other,B1,67.74,3102,44388,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
272,guilty,죄가 있는,"Cops aren't supposed to kill guilty people, either.",other,B1,67.73,3177,42459,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
273,act,행하다,Do you act differently when you speak French?,other,A2,67.72,9424,137493,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
274,bless,수호하다,"They answered him, ""May the Lord bless you.""",other,B1,67.72,3005,45799,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
275,murder,모살,What's the statute of limitations on murder?,other,A2,67.69,8672,152384,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
276,tough,고된,You're going to have to tough it out.,other,B2,67.69,4620,57486,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
277,ahead,이겨,The mountains ahead are craggy and almost impassable.,other,A2,67.68,10115,120295,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
278,bore,총구멍,His patience bore the fruit of wisdom.,other,B1,67.67,2863,47593,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
279,suddenly,돌연,Tom was suddenly overcome with a deep despair.,other,B1,67.64,2854,46833,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
280,bunch,무리,I just watched a bunch of those videos.,other,B1,67.64,3054,42387,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
281,experience,경험,Continuity errors can ruin a show's immersive experience.,noun,A2,67.63,4177,66765,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
282,innocent,호인,Judaism includes the belief that everyone is born innocent.,other,B1,67.55,2853,44023,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
283,witness,서명하다,Her photographic memory makes her a great witness.,other,B2,67.53,3978,64898,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
284,battle,전투,Cyrus was killed at the Battle of Cunaxa.,other,B1,67.51,2567,50264,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
285,bullet,소총탄,She fired her last bullet at the outlaw.,other,B1,67.49,2851,42563,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
286,huge,거창하다,He's got a huge gash on his shin.,other,B1,67.46,2467,51581,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
287,apologize,사죄하다,I apologize if I forgot any others.,other,B1,67.46,2861,41350,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
288,operation,가동,Can I eat or drink before an operation?,other,B1,67.45,2841,41622,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
289,america,미국,"Indigenous Americans discovered America more than 10,000 years ago.",other,B2,67.44,4001,60534,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
290,yell,지르다,"If he's not there, yell back for him.",other,B1,67.44,2555,48203,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
291,hunt,몰아넣다,Is it legal to hunt kangaroos in Austria?,other,B1,67.42,2658,44830,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
292,bob,실링,Try using “bob” in a sentence of your own today.,other,B2,67.41,4718,46337,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
293,mission,천직,The intergalactic mission brought hope for the future.,other,B1,67.41,2547,47480,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
294,deep,깊은,Tom was suddenly overcome with a deep despair.,other,B2,67.4,3898,60938,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
295,immediately,냉큼,The boy immediately looked back in the old direction.,other,B1,67.33,2446,47938,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
296,blind,눈먼,One of the blind men touched the elephant's tusk.,other,B1,67.31,2710,40478,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
297,command,명령,His Majesty’s command was swift and resolute.,other,B1,67.3,2853,37429,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
298,pregnant,임신,I was pregnant with Tom at the time.,other,B1,67.29,2653,41290,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
299,van,유개트럭,Don't you live in a van?,other,B1,67.26,2699,39428,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
300,sheriff,보안관,The sheriff lit a cigar on the porch.,other,B1,67.26,3174,31026,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
301,huh,하아,"""Huh?"" ""Nothing, I just coughed. That was all.""",other,C2,67.25,22350,274656,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
302,ring,가락,The thud of hooves resonates around the ring.,other,A2,67.25,7161,151063,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
303,monster,거수,"What is frankincense, anyway? Some sort of monster?",other,B1,67.25,2532,43217,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
304,claim,주장하다,Is there any evidence to support that claim?,other,B1,67.24,2589,41507,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
305,deliver,배달하다,Charter schools get paid taxpayer money to deliver worse results than public schools.,other,B1,67.23,2615,40630,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
306,commit,헌신하다,Tom said he wanted to commit suicide by cop.,other,B1,67.21,2506,42546,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
307,decide,결정하다,"Should you decide to leave, let us know.",other,A2,67.19,7663,130728,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
